 Serial No,Playerss,Year,Matches,Runss,Average,Higest_score,Strike Rate,NO,Fifty,Four,Six
1942,Albie Morkel,2009,12,97,24.25,21*,138.57,6,0,8,4
1943,Kevin Pietersen,2009,6,93,15.5,37,109.41,0,0,8,2
1944,Jacob Oram,2009,11,88,14.66,41*,94.62,2,0,5,4
1945,Harbhajan Singh,2009,13,84,10.5,20,158.49,2,0,6,5
1946,Laxmi Ratan Shukla,2009,9,83,16.6,48*,97.64,1,0,5,3
1947,Lee Carseldine,2009,5,81,20.25,39,119.11,1,0,11,0
1948,Abhishek Raut,2009,9,78,19.5,36*,127.86,3,0,5,3
1949,Wriddhiman Saha,2009,8,72,24,25*,175.6,4,0,3,4
1950,Azhar Bilakhia,2009,6,67,16.75,22,82.71,2,0,5,0
1951,Ajit Agarkar,2009,11,66,33,39,115.78,5,0,3,3
1952,Dwaraka Ravi Teja,2009,9,65,21.66,27,92.85,3,0,7,0
1953,Praveen Kumar,2009,13,65,13,14*,141.3,3,0,1,6
1954,Andrew Flintoff,2009,3,62,31,24,116.98,1,0,5,2
1955,Murali Vijay,2009,4,60,15,31,89.55,0,0,4,2
1956,Jesse Ryder,2009,5,56,11.2,32,114.28,0,0,9,0
1957,Shreevats Goswami,2009,2,53,26.5,43,88.33,0,0,6,0
1958,Pinal Shah,2009,9,53,17.66,29,103.92,2,0,4,2
1959,Johan Botha,2009,3,47,23.5,37,117.5,1,0,5,0
1960,Yashpal Singh,2009,8,47,11.75,20,71.21,0,0,5,0
1961,Vinay Kumar,2009,11,47,9.4,12,106.81,3,0,4,1
1962,George Bailey,2009,3,45,22.5,30,115.38,0,0,7,0
1963,Luke Pomersbach,2009,4,41,10.25,26,83.67,0,0,3,1
1964,Shikhar Dhawan,2009,5,40,10,22,88.88,0,0,3,0
1965,Dimitri Mascarenhas,2009,5,39,9.75,27,100,0,0,4,0
1966,Moises Henriques,2009,4,38,19,30*,95,1,0,2,1
1967,Munaf Patel,2009,11,33,11,23*,126.92,2,0,5,0
1968,Piyush Chawla,2009,14,31,6.2,8*,86.11,5,0,3,0
1969,Chaminda Vaas,2009,2,30,30,20,142.85,1,0,1,1
1970,Wilkin Mota,2009,8,30,6,12,62.5,1,0,0,0
1971,Brett Lee,2009,5,28,14,14*,82.35,2,0,2,1
1972,Amit Mishra,2009,11,26,8.66,13*,130,2,0,2,2
1973,Ramesh Powar,2009,9,23,23,10,104.54,3,0,2,0
1974,Ryan Harris,2009,8,21,21,9*,116.66,4,0,0,0
1975,Murali Kartik,2009,10,21,0,11*,105,2,0,0,0
1976,Joginder Sharma,2009,4,20,20,16*,111.11,1,0,0,1
1977,Shadab Jakati,2009,9,20,20,13,133.33,1,0,3,0
1978,Rajesh Bishnoi,2009,3,19,6.33,18,111.76,0,0,1,2
1979,VVS Laxman,2009,5,19,3.8,10,57.57,0,0,1,1
1980,Niraj Patel,2009,4,18,9,14,47.36,0,0,1,0
1981,Balachandra Akhil,2009,6,17,8.5,9,113.33,1,0,1,1
1982,Angelo Mathews,2009,1,16,16,16,123.07,0,0,2,0
1983,Mahesh Rawat,2009,5,16,0,8*,84.21,3,0,1,0
1984,Ishant Sharma,2009,11,16,8,9,123.07,1,0,1,1
1985,Anil Kumble,2009,16,16,16,7*,84.21,6,0,2,0
1986,Graham Napier,2009,1,15,15,15,93.75,0,0,1,0
1987,Wasim Jaffer,2009,2,15,7.5,8,88.23,0,0,2,0
1988,Scott Styris,2009,2,14,14,14,175,0,0,0,1
1989,Saurabh Tiwary,2009,4,13,13,6*,108.33,2,0,0,0
1990,Manpreet Gony,2009,7,13,6.5,7,185.71,1,0,0,2
1991,Rohan Raje,2009,4,12,12,11*,133.33,1,0,0,1
1992,Aakash Chopra,2009,2,11,11,11,57.89,0,0,2,0
1993,Tyron Henderson,2009,2,11,5.5,11,68.75,0,0,0,1
1994,Dillon du Preez,2009,2,10,10,10,76.92,0,0,0,0
1995,Shane Harwood,2009,3,9,0,6*,64.28,2,0,0,0
1996,Siddharth Trivedi,2009,7,9,4.5,6*,50,1,0,0,0
1997,Dhawal Kulkarni,2009,8,9,4.5,7*,52.94,2,0,0,0
1998,Morne Morkel,2009,2,8,8,8,100,0,0,1,0
1999,Ravichandran Ashwin,2009,2,8,8,8,53.33,0,0,1,0
2000,Zaheer Khan,2009,6,8,8,4*,72.72,3,0,0,0
2001,Muttiah Muralitharan,2009,13,8,4,4,100,2,0,1,0
2002,RP Singh,2009,16,8,2,4,47.05,2,0,0,0
2003,Arindam Ghosh,2009,2,7,3.5,7,87.5,0,0,1,0
2004,Siddharth Chitnis,2009,1,6,6,6,75,0,0,1,0
2005,Paul Valthaty,2009,2,6,3,5,50,0,0,1,0
2006,Shoaib Shaikh,2009,2,6,6,6,85.71,0,0,1,0
2007,Shanthakumaran Sreesanth,2009,7,5,0,4*,27.77,2,0,1,0
2008,Lakshmipathy Balaji,2009,13,4,1.33,2*,40,1,0,0,0
2009,Kamran Khan,2009,5,3,3,3,60,0,0,0,0
2010,Mashrafe Mortaza,2009,1,2,0,2*,100,1,0,0,0
2011,Mohammad Ashraful,2009,1,2,2,2,20,0,0,0,0
2012,Thilan Thushara,2009,2,2,2,1*,28.57,1,0,0,0
2013,Ashok Dinda,2009,9,2,1,2,66.66,0,0,0,0
2014,Taruwar Kohli,2009,2,1,1,1,25,1,0,0,0
2015,Pankaj Singh,2009,3,1,1,1*,50,1,0,0,0
2016,Amit Singh,2009,5,1,1,1*,33.33,1,0,0,0
2017,Shoaib Ahmed,2009,7,1,0.5,1*,16.66,1,0,0,0
2018,Pragyan Ojha,2009,15,1,0.33,1,14.28,1,0,0,0
2019,Luke Ronchi,2009,1,0,0,0*,0,0,0,0,0
2020,Tanmay Srivastava,2009,2,0,0,0*,0,1,0,0,0
2021,Chetanya Nanda,2009,3,0,0,0*,0,0,0,0,0
2022,Dale Steyn,2009,3,0,0,0*,0,1,0,0,0
2023,Ajantha Mendis,2009,4,0,0,0*,0,0,0,0,0
2024,KP Appanna,2009,5,0,0,0*,0,1,0,0,0
2025,Lasith Malinga,2009,13,0,0,0*,0,1,0,0,0
2026,Shaun Marsh,2008,11,616,68.44,115,139.68,2,5,59,26
2027,Gautam Gambhir,2008,14,534,41.07,86,140.89,1,5,68,8
2028,Sanath Jayasuriya,2008,14,518,43.16,114*,167.63,2,2,58,31
2029,Shane Watson,2008,15,472,47.2,76*,151.76,5,4,47,19
2030,Graeme Smith,2008,11,441,49,91,121.82,2,3,54,8
2031,Adam Gilchrist,2008,14,436,33.53,109*,137.1,1,3,51,19
2032,Yusuf Pathan,2008,16,435,31.07,68,179.01,1,4,43,25
2033,Suresh Raina,2008,16,421,38.27,55*,142.22,3,3,35,18
2034,MS Dhoni,2008,16,414,41.4,65,133.54,4,2,38,15
2035,Virender Sehwag,2008,14,406,33.83,94*,184.54,2,3,46,21
2036,Rohit Sharma,2008,13,404,36.72,76*,147.98,1,4,38,19
2037,Rahul Dravid,2008,14,371,28.53,75*,124.49,1,2,35,11
2038,Sourav Ganguly,2008,13,349,29.08,91,113.68,1,3,33,15
2039,Shikhar Dhawan,2008,14,340,37.77,68*,115.25,5,4,35,8
2040,Kumar Sangakkara,2008,10,320,35.55,94,161.61,0,4,41,8
2041,Robin Uthappa,2008,14,320,35.55,48,114.69,5,0,34,9
2042,David Hussey,2008,13,319,29,71,123.16,2,2,19,17
2043,Swapnil Asnodkar,2008,9,311,34.55,60,133.47,0,2,43,6
2044,Parthiv Patel,2008,13,302,27.45,54,101.68,2,2,42,3
2045,Yuvraj Singh,2008,15,299,23,57,162.5,1,1,24,19
2046,Venugopal Rao,2008,11,288,36,71*,137.14,2,2,22,15
2047,Albie Morkel,2008,13,241,34.42,71,147.85,3,1,18,14
2048,Mark Boucher,2008,10,225,32.14,50*,127.11,3,1,24,6
2049,James Hopes,2008,11,221,20.09,71,149.32,0,2,27,8
2050,Abhishek Nayar,2008,14,206,25.75,45*,149.27,2,0,16,9
2051,Jacques Kallis,2008,11,199,18.09,54,108.74,0,1,23,4
2052,Stephen Fleming,2008,10,196,21.77,45,119.51,1,0,27,3
2053,Salman Butt,2008,7,193,27.57,73,119.87,0,1,30,2
2054,Subramaniam Badrinath,2008,16,192,32,64,147.69,5,2,21,8
2055,Matthew Hayden,2008,4,189,63,81,144.27,1,2,24,6
2056,Brendon McCullum,2008,4,188,62.66,158*,204.34,1,0,13,15
2057,Sachin Tendulkar,2008,7,188,31.33,65,106.21,1,1,26,2
2058,Mahela Jayawardena,2008,13,179,25.57,45*,136.64,5,0,15,7
2059,Dwayne Bravo,2008,9,178,29.66,64*,132.83,1,1,19,5
2060,Mohammad Kaif,2008,16,176,16,34*,102.92,3,0,14,6
2061,Michael Hussey,2008,4,168,84,116*,168,1,0,12,11
2062,Herschelle Gibbs,2008,9,167,18.55,47,109.15,0,0,17,8
2063,Virat Kohli,2008,13,165,15,38,105.09,1,0,18,4
2064,Laxmi Ratan Shukla,2008,13,163,20.37,42,133.6,4,0,17,5
2065,Andrew Symonds,2008,4,161,80.5,117*,153.33,1,0,15,9
2066,Wriddhiman Saha,2008,12,159,31.8,59*,133.61,5,1,12,7
2067,VVS Laxman,2008,6,155,31,52,117.42,1,1,22,1
2068,Luke Pomersbach,2008,5,152,152,79*,153.53,4,1,13,9
2069,Ross Taylor,2008,4,149,37.25,53,183.95,0,1,13,10
2070,Shaun Pollock,2008,13,147,18.37,33,132.43,0,0,12,8
2071,Vidyut Sivaramakrishnan,2008,9,145,18.12,54,133.02,0,1,21,3
2072,Dinesh Karthik,2008,13,145,24.16,56*,135.51,2,1,13,4
2073,Ravindra Jadeja,2008,14,135,19.28,36*,131.06,2,0,11,6
2074,Irfan Pathan,2008,14,131,21.83,40,112.93,4,0,9,6
2075,Kamran Akmal,2008,6,128,25.6,53*,164.1,1,1,13,8
2076,MF Maharoof,2008,10,125,20.83,39,158.22,2,0,10,7
2077,Misbah-ul-Haq,2008,8,117,16.71,47*,144.44,1,0,10,6
2078,Wasim Jaffer,2008,6,115,19.16,50,110.57,0,1,12,3
2079,Cameron White,2008,8,114,16.28,31*,111.76,1,0,8,4
2080,Scott Styris,2008,8,112,18.66,36*,91.05,2,0,9,2
2081,Praveen Kumar,2008,13,112,11.2,34,114.28,2,0,10,6
2082,Dwaraka Ravi Teja,2008,7,109,18.16,40,132.92,0,0,10,5
2083,Tillakaratne Dilshan,2008,7,104,17.33,33,131.64,1,0,14,3
2084,Manoj Tiwary,2008,9,104,26,39,122.35,3,0,16,0
2085,Niraj Patel,2008,5,103,51.5,57,127.16,2,1,13,1
2086,Debabrata Das,2008,6,103,17.16,31,109.57,0,0,9,5
2087,Simon Katich,2008,2,96,96,75,139.13,1,1,11,2
2088,AB de Villiers,2008,6,95,19,26*,96.93,1,0,5,1
2089,Piyush Chawla,2008,15,90,22.5,24*,152.54,3,0,10,3
2090,Shreevats Goswami,2008,4,82,27.33,52,96.47,0,1,9,1
2091,Shahid Afridi,2008,10,81,10.12,33,176.08,1,0,7,6
2092,Karan Goel,2008,7,76,12.66,26,97.43,0,0,7,4
2093,Ramnaresh Sarwan,2008,4,73,18.25,31,97.33,0,0,6,1
2094,Shane Warne,2008,15,70,14,22*,118.64,2,0,7,2
2095,Ajit Agarkar,2008,9,54,10.8,20,117.39,1,0,5,2
2096,Shoaib Malik,2008,7,52,13,24,110.63,1,0,5,0
2097,Arjun Yadav,2008,8,49,9.8,16,125.64,1,0,5,2
2098,Sanjay Bangar,2008,11,47,7.83,17*,95.91,1,0,1,3
2099,Balachandra Akhil,2008,7,46,15.33,27*,148.38,4,0,4,3
2100,Dwayne Smith,2008,4,45,15,20,112.5,0,0,5,1
2101,Aakash Chopra,2008,5,42,8.4,24,80.76,0,0,5,0
2102,LPC Silva,2008,3,40,20,23*,153.84,1,0,5,1
2103,Ricky Ponting,2008,4,39,9.75,20,73.58,0,0,2,1
2104,Dominic Thornely,2008,6,39,19.5,30,73.58,2,0,2,2
2105,Umar Gul,2008,6,39,13,24,205.26,1,0,1,5
2106,Amit Mishra,2008,6,37,12.33,31,88.09,0,0,3,0
2107,Sohail Tanvir,2008,11,36,12,13,124.13,2,0,3,1
2108,Manpreet Gony,2008,16,35,35,15*,152.17,4,0,2,3
2109,Luke Ronchi,2008,4,34,8.5,13,106.25,0,0,6,1
2110,Pinal Shah,2008,5,34,8.5,19,97.14,0,0,4,0
2111,Rajat Bhatia,2008,9,34,17,17,121.42,1,0,2,2
2112,Mahesh Rawat,2008,11,34,8.5,23*,87.17,3,0,3,1
2113,Zaheer Khan,2008,11,34,8.5,17*,79.06,4,0,4,0
2114,Dinesh Salunkhe,2008,6,33,16.5,26*,137.5,1,0,5,0
2115,Tatenda Taibu,2008,3,31,10.33,15,119.23,0,0,3,0
2116,Harbhajan Singh,2008,3,30,15,28,176.47,1,0,1,3
2117,Murali Kartik,2008,6,30,10,17,111.11,0,0,3,0
2118,Ramesh Powar,2008,5,28,0,28*,133.33,1,0,4,1
2119,RP Singh,2008,14,27,6.75,10,112.5,5,0,2,1
2120,Saurabh Tiwary,2008,3,26,13,17,130,0,0,3,1
2121,Wilkin Mota,2008,4,26,26,25,96.29,1,0,2,0
2122,Shivnarine Chanderpaul,2008,3,25,8.33,16,80.64,0,0,4,0
2123,Vinay Kumar,2008,8,25,8.33,23,113.63,1,0,2,1
2124,Musavir Khote,2008,4,24,12,9,109.09,1,0,2,1
2125,Jagadeesh Arunkumar,2008,3,23,7.66,22,100,0,0,5,0
2126,Chaminda Vaas,2008,5,21,7,12*,116.66,1,0,0,1
2127,Bharat Chipli,2008,3,20,6.66,10,71.42,0,0,3,0
2128,Mohammad Hafeez,2008,8,20,10,13,90.9,1,0,2,1
2129,Darren Lehmann,2008,2,18,9,17,100,0,0,3,0
2130,Siddharth Chitnis,2008,3,18,9,15,180,0,0,1,1
2131,Jacob Oram,2008,4,18,18,13,150,2,0,1,1
2132,Brett Lee,2008,4,17,17,16*,130.76,2,0,2,1
2133,Chamara Kapugedera,2008,5,16,5.33,8,69.56,0,0,0,0
2134,Joginder Sharma,2008,8,16,8,16,145.45,1,0,1,1
2135,Yo Mahesh,2008,11,15,7.5,6*,55.55,3,0,0,0
2136,Devraj Patil,2008,2,13,6.5,9,100,0,0,1,0
2137,Anil Kumble,2008,10,13,6.5,8,76.47,3,0,1,0
2138,Brad Hodge,2008,3,12,4,10,70.58,0,0,2,0
2139,Nuwan Zoysa,2008,3,11,11,10*,122.22,1,0,1,0
2140,Makhaya Ntini,2008,9,11,11,11,61.11,1,0,2,0
2141,Ishant Sharma,2008,13,11,11,4*,100,5,0,1,0
2142,Taruwar Kohli,2008,2,10,5,7,66.66,0,0,0,1
2143,Ashley Noffke,2008,1,9,9,9,90,0,0,1,0
2144,Dimitri Mascarenhas,2008,1,9,9,9,112.5,0,0,0,1
2145,Tanmay Srivastava,2008,5,8,8,7,80,1,0,0,0
2146,Rohan Raje,2008,6,8,0,6*,88.88,3,0,1,0
2147,Sunil Joshi,2008,4,6,3,3,42.85,0,0,0,0
2148,Pankaj Singh,2008,5,5,0,4*,62.5,2,0,0,0
2149,Siddharth Trivedi,2008,15,5,5,3*,41.66,2,0,0,0
2150,Ajinkya Rahane,2008,2,4,2,4,23.52,0,0,1,0
2151,Sunny Sohal,2008,2,4,2,4,50,0,0,0,0
2152,Vikram Singh,2008,13,4,2,4,133.33,0,0,1,0
2153,Glenn McGrath,2008,14,4,4,4*,80,2,0,1,0
2154,Younis Khan,2008,1,3,3,3,42.85,0,0,0,0
2155,Doddapaneni Kalyankrishna,2008,3,3,3,3,37.5,0,0,0,0
2156,Manish Pandey,2008,3,3,1.5,3,33.33,0,0,0,0
2157,Mohammad Asif,2008,8,3,1.5,3,50,0,0,0,0
2158,Ashish Nehra,2008,14,3,3,2*,23.07,3,0,0,0
2159,Halhadar Das,2008,1,2,2,2,40,0,0,0,0
2160,Vikrant Yeligati,2008,2,2,2,2,100,0,0,0,0
2161,Shoaib Akhtar,2008,3,2,2,2,28.57,0,0,0,0
2162,Dilhara Fernando,2008,5,2,0,2*,200,1,0,0,0
2163,Pradeep Sangwan,2008,7,2,1,2,40,0,0,0,0
2164,Dale Steyn,2008,10,2,2,1*,40,1,0,0,0
2165,Dhawal Kulkarni,2008,10,2,0,2*,12.5,1,0,0,0
2166,Ashok Dinda,2008,13,2,2,1*,50,2,0,0,0
2167,Pragyan Ojha,2008,13,2,1,1*,50,2,0,0,0
2168,Iqbal Abdulla,2008,1,1,0,1*,50,1,0,0,0
2169,Srikkanth Anirudha,2008,1,1,1,1,14.28,0,0,0,0
2170,PM Sarvesh Kumar,2008,2,1,0,1*,50,1,0,0,0
2171,Paidikalva Vijaykumar,2008,9,1,0,1*,100,2,0,0,0
2172,Abdur Razzak,2008,1,0,0,0*,0,1,0,0,0
2173,Abhinav Mukund,2008,2,0,0,0*,0,0,0,0,0
2174,Lakshmipathy Balaji,2008,9,0,0,0*,0,0,0,0,0
2175,Munaf Patel,2008,15,0,0,0*,0,2,0,0,0
